,Region,Org Code,Provider name,Modality,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Year
206,Y56,RKE,Whittington Health NHS Trust,Diagnostic Ultrasonography,.,.,.,.,.,.,.,.,.,.,.,.,.
207,Y56,RKE,Whittington Health NHS Trust,Fluoroscopy,.,.,.,.,.,.,.,.,.,.,.,.,.
208,Y56,RKE,Whittington Health NHS Trust,Magnetic Resonance Imaging,.,.,.,.,.,.,.,.,.,.,.,.,.
209,Y56,RKE,Whittington Health NHS Trust,Nuclear Medicine Procedure,.,.,.,.,.,.,.,.,.,.,.,.,.
210,Y56,RKE,Whittington Health NHS Trust,Plain Radiography,.,.,.,.,.,.,.,.,.,.,.,.,.
211,Y56,RKE,Whittington Health NHS Trust,Positron Emission Tomography,.,.,.,.,.,.,.,.,.,.,.,.,.
212,Y56,RKE,Whittington Health NHS Trust,Single Photon Emission Computerized Tomography,.,.,.,.,.,.,.,.,.,.,.,.,.
213,Y58,NT9,Alliance Medical,Computerized Axial Tomography,.,.,.,.,.,.,.,.,*,1,.,*,3
214,Y58,NT9,Alliance Medical,Magnetic Resonance Imaging,6,13,15,20,21,26,26,32,37,46.5,44.5,36,29
215,Y58,NT9,Alliance Medical,Nuclear Medicine Procedure,.,.,.,.,.,.,.,.,.,*,.,.,*
216,Y58,NT9,Alliance Medical,Positron Emission Tomography,9,7,9,9,9,13,14,14,13,12,8,8,11
217,Y58,NT4,BMI Healthcare,Computerized Axial Tomography,6,10,4,18,22,13,21,24,34,6,16,34,15
218,Y58,NT4,BMI Healthcare,Diagnostic Ultrasonography,3,1,1,6,1,4,4,4,5,10,10.5,13.5,4
219,Y58,NT4,BMI Healthcare,Fluoroscopy,1,0,1.5,7.5,1.5,0.5,*,0,.,0,*,19,1
220,Y58,NT4,BMI Healthcare,Magnetic Resonance Imaging,3,2,2,3,13.5,12,20,24,20,34,21,15.5,13
221,Y58,NT4,BMI Healthcare,Plain Radiography,0,1,1,1,1,1,0,0,0,0,0,0,1
222,Y58,NV3,Circle,Computerized Axial Tomography,*,.,2,5,11,4,6,2.5,9,8,7,8.5,7
223,Y58,NV3,Circle,Diagnostic Ultrasonography,.,.,7,5,7,11,7,9.5,5,10,5,14,7
224,Y58,NV3,Circle,Fluoroscopy,.,.,.,.,*,.,.,.,.,14,*,1,7
225,Y58,NV3,Circle,Magnetic Resonance Imaging,.,*,4,10,18,22.5,16,14,16,21,14,8,14
226,Y58,NV3,Circle,Plain Radiography,1,*,0,0,0,0,0,0,1,0,0,0,0
227,Y58,AC7,Cobalt Health,Computerized Axial Tomography,3,6,6,14,31,5,3,3,3,3,3,5,5
228,Y58,AC7,Cobalt Health,Diagnostic Ultrasonography,.,.,.,.,.,.,.,.,.,*,.,.,*
229,Y58,AC7,Cobalt Health,Magnetic Resonance Imaging,10.5,13,15,7,10,15,17.5,21,21,16,13,11,15
230,Y58,AC7,Cobalt Health,Plain Radiography,*,.,.,.,.,*,*,.,.,.,.,*,21
231,Y58,AC7,Cobalt Health,Positron Emission Tomography,3,6,6,6.5,7,8,9,8,9,8,8,5,7
232,Y58,RBD,Dorset County Hospital NHS Foundation Trust,Computerized Axial Tomography,0,0,1,1,1,1,2,1,1,1,1,1,1
233,Y58,RBD,Dorset County Hospital NHS Foundation Trust,Diagnostic Ultrasonography,10,9,14,11,14,15,15,23,21,21,21,15,15
234,Y58,RBD,Dorset County Hospital NHS Foundation Trust,Fluoroscopy,0,0,0,4,1,1.5,1,1,1,1,3.5,1,1
235,Y58,RBD,Dorset County Hospital NHS Foundation Trust,Magnetic Resonance Imaging,6,10.5,16,14,12,15,15,14,16,26,12,22,14
236,Y58,RBD,Dorset County Hospital NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Y58,RBD,Dorset County Hospital NHS Foundation Trust,Positron Emission Tomography,6,5,6,6,7,7,13,13,13,13,9,8,9
238,Y58,RDY,Dorset Healthcare University NHS Foundation Trust,Diagnostic Ultrasonography,5,63,85,19,13,17,23,27,26,32,14.5,21,22
239,Y58,RDY,Dorset Healthcare University NHS Foundation Trust,Plain Radiography,0,0,.,0,2,6,4,4,5,3,4,5,3
240,Y58,RTE,Gloucestershire Hospitals NHS Foundation Trust,Computerized Axial Tomography,1,0,0,1,1,1,1,1,1,1,1,1,1
241,Y58,RTE,Gloucestershire Hospitals NHS Foundation Trust,Diagnostic Ultrasonography,14,10,13,13,17,20,17,18,20,18,16,17,15
242,Y58,RTE,Gloucestershire Hospitals NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Y58,RTE,Gloucestershire Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,5.5,4,5,11,21,21,22,22,23,26.5,19,21,17
244,Y58,RTE,Gloucestershire Hospitals NHS Foundation Trust,Nuclear Medicine Procedure,8.5,8,27,21,18,16,15,16,15,16.5,16.5,18,16
245,Y58,RTE,Gloucestershire Hospitals NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Y58,RTE,Gloucestershire Hospitals NHS Foundation Trust,Positron Emission Tomography,5,5,5,0,6,6,3,3,3.5,2,0,3,3
247,Y58,RTE,Gloucestershire Hospitals NHS Foundation Trust,Single Photon Emission Computerized Tomography,8,27.5,29,17.5,17,16.5,15,18.5,15,14,12,22,15
248,Y58,RN3,Great Western Hospitals NHS Foundation Trust,Computerized Axial Tomography,0,0,0,0,1,1,1,2,1,1,1,1,1
249,Y58,RN3,Great Western Hospitals NHS Foundation Trust,Diagnostic Ultrasonography,7,5,5,7,11,11,9,13,13,15,14,15,11
250,Y58,RN3,Great Western Hospitals NHS Foundation Trust,Fluoroscopy,0,1,1,4,9,8,8,8,7.5,6,8,4,6
251,Y58,RN3,Great Western Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,4.5,7,11,10.5,12,12,11,11,13,26,31,21,13
252,Y58,RN3,Great Western Hospitals NHS Foundation Trust,Nuclear Medicine Procedure,7,6.5,12,12,13,25,20.5,17.5,20,20.5,15.5,25.5,17
253,Y58,RN3,Great Western Hospitals NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Y58,RN3,Great Western Hospitals NHS Foundation Trust,Single Photon Emission Computerized Tomography,.,.,*,.,.,.,.,.,.,.,.,.,*
255,Y58,RVJ,North Bristol NHS Trust,Computerized Axial Tomography,0,0,0,0,0,0,1,1,0,1,1,1,0
256,Y58,RVJ,North Bristol NHS Trust,Diagnostic Ultrasonography,5,3,16,18,22,28,30,31,27,56,50,41,25
257,Y58,RVJ,North Bristol NHS Trust,Fluoroscopy,0,0,0,1,1,1,1,1,1,1,1,1,1
258,Y58,RVJ,North Bristol NHS Trust,Magnetic Resonance Imaging,5,6,21,21,18,17,16,18,19,21,14,13,16
259,Y58,RVJ,North Bristol NHS Trust,Nuclear Medicine Procedure,14,14,19,29.5,30.5,29,20.5,21,20,15,17,23,20
260,Y58,RVJ,North Bristol NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Y58,RVJ,North Bristol NHS Trust,Single Photon Emission Computerized Tomography,*,2,2,2,1,23,1,1.5,1,1.5,27,2,2
262,Y58,RBZ,Northern Devon Healthcare NHS Trust,Computerized Axial Tomography,0,0,0,1,2,1,2,1,1,1,6,2,1
263,Y58,RBZ,Northern Devon Healthcare NHS Trust,Diagnostic Ultrasonography,0,0,1,6,1,2,3,3,1,5,1,3,2
264,Y58,RBZ,Northern Devon Healthcare NHS Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Y58,RBZ,Northern Devon Healthcare NHS Trust,Magnetic Resonance Imaging,10,2.5,17,16,22,18,17,11,9,9,13,15,13
266,Y58,RBZ,Northern Devon Healthcare NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Y58,NT2,Nuffield Health,Computerized Axial Tomography,.,6,7,14,12,20,24,24,35,*,7,16,13
268,Y58,NT2,Nuffield Health,Diagnostic Ultrasonography,.,.,*,15,11,22,*,29,9.5,11,18.5,21.5,17
269,Y58,NT2,Nuffield Health,Fluoroscopy,.,.,.,*,7,.,*,.,*,.,.,31,7
270,Y58,NT2,Nuffield Health,Magnetic Resonance Imaging,.,5,7,14,12,14,12,11,11,6,6.5,7,11
271,Y58,NT2,Nuffield Health,Nuclear Medicine Procedure,.,.,.,.,.,.,.,.,.,.,.,*,*
272,Y58,NT2,Nuffield Health,Plain Radiography,*,.,*,6.5,1,1,1,0,2,0,1,1,1
273,Y58,RD3,Poole Hospital NHS Foundation Trust,Computerized Axial Tomography,0,0,0,0,0,0,.,.,.,.,.,.,0
274,Y58,RD3,Poole Hospital NHS Foundation Trust,Diagnostic Ultrasonography,10,7,10,11,14,13,.,.,.,.,.,.,11
275,Y58,RD3,Poole Hospital NHS Foundation Trust,Fluoroscopy,0,0,6,0,0,0,.,.,.,.,.,.,0
276,Y58,RD3,Poole Hospital NHS Foundation Trust,Magnetic Resonance Imaging,3,8,9,14,12,15,.,.,.,.,.,.,11
277,Y58,RD3,Poole Hospital NHS Foundation Trust,Nuclear Medicine Procedure,8,55,14,15,14,14.5,.,.,.,.,.,.,14
278,Y58,RD3,Poole Hospital NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,.,.,.,.,.,.,0
279,Y58,RD3,Poole Hospital NHS Foundation Trust,Positron Emission Tomography,7,7,8,8,11,12,.,.,.,.,.,.,9
280,Y58,RD3,Poole Hospital NHS Foundation Trust,Single Photon Emission Computerized Tomography,51,53,2,11,20,17,.,.,.,.,.,.,17
281,Y58,NTP,Practice Plus Group,Diagnostic Ultrasonography,1,1,3,6,7,6,6,4,6,7,7,8,6
282,Y58,NTP,Practice Plus Group,Magnetic Resonance Imaging,1,4,6,5.5,8,9,7,9.5,8,9,8,5,7
283,Y58,NTP,Practice Plus Group,Plain Radiography,0,0,0,1,0,0,0,0,0,0,0,0,0
284,Y58,NVC,Ramsay Healthcare UK Operations Limited,Computerized Axial Tomography,12,7,6,13,16,12,17,13,15,18,30,24,12
285,Y58,NVC,Ramsay Healthcare UK Operations Limited,Diagnostic Ultrasonography,7.5,7,11,15,15,19,14,19,18,14,11,14,14
286,Y58,NVC,Ramsay Healthcare UK Operations Limited,Fluoroscopy,1,1,1,1,1,1,1,1,1,3,1,1,1
287,Y58,NVC,Ramsay Healthcare UK Operations Limited,Magnetic Resonance Imaging,4,2,8,9,6,12,12,7,7,6,11,10,7
288,Y58,NVC,Ramsay Healthcare UK Operations Limited,Plain Radiography,4,0,0,1,1,1,2,1,1,1,1,1,1
289,Y58,REF,Royal Cornwall Hospitals NHS Trust,Computerized Axial Tomography,0,1,1,5,6,2,1,7,3,3,6,7,2
290,Y58,REF,Royal Cornwall Hospitals NHS Trust,Diagnostic Ultrasonography,8,7,8,11,11,9,12,13,9,12,14,14,11
291,Y58,REF,Royal Cornwall Hospitals NHS Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Y58,REF,Royal Cornwall Hospitals NHS Trust,Magnetic Resonance Imaging,25,64,26,24,28,27,26,32,35,38,35,36,31
293,Y58,REF,Royal Cornwall Hospitals NHS Trust,Nuclear Medicine Procedure,27,46,21,18,24,30,31,29,33,30,27,27.5,27
294,Y58,REF,Royal Cornwall Hospitals NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Y58,REF,Royal Cornwall Hospitals NHS Trust,Positron Emission Tomography,.,.,.,.,.,.,.,.,.,.,.,6,6
296,Y58,REF,Royal Cornwall Hospitals NHS Trust,Single Photon Emission Computerized Tomography,25,101,36,25,24,44,35.5,36,28,28,19,27,31
297,Y58,RH8,Royal Devon and Exeter NHS Foundation Trust,Computerized Axial Tomography,0,1,1,1,1,1,1,1,0,1,1,1,1
298,Y58,RH8,Royal Devon and Exeter NHS Foundation Trust,Diagnostic Ultrasonography,1,1,5,8,9,9,10,10,9,13,10,11,8
299,Y58,RH8,Royal Devon and Exeter NHS Foundation Trust,Fluoroscopy,6,4,8,8,19,23,14,14,9,13,9,8,11
300,Y58,RH8,Royal Devon and Exeter NHS Foundation Trust,Magnetic Resonance Imaging,7,16,24,15,12,13,13,12,13,16,19,14,14
301,Y58,RH8,Royal Devon and Exeter NHS Foundation Trust,Nuclear Medicine Procedure,7,8,12,13,14,15,12,14,11.5,15,13,15,13
302,Y58,RH8,Royal Devon and Exeter NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Y58,RH8,Royal Devon and Exeter NHS Foundation Trust,Positron Emission Tomography,11.5,7,9,12,12,14,17,12,9,8,6,6,11
304,Y58,RH8,Royal Devon and Exeter NHS Foundation Trust,Single Photon Emission Computerized Tomography,17,9.5,16,12,12.5,15,14,20,21.5,31,24.5,14,17
305,Y58,RD1,Royal United Hospitals Bath NHS Foundation Trust,Computerized Axial Tomography,0,0,0,1,1,1,3,3,1,1,1,1,1
306,Y58,RD1,Royal United Hospitals Bath NHS Foundation Trust,Diagnostic Ultrasonography,19,9,14,20,19,20,27,33,25,25,27,28,23
307,Y58,RD1,Royal United Hospitals Bath NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,1,0.5,0,0
308,Y58,RD1,Royal United Hospitals Bath NHS Foundation Trust,Magnetic Resonance Imaging,6,3,12,20,62,72,50.5,36,26,37,32,29,25
309,Y58,RD1,Royal United Hospitals Bath NHS Foundation Trust,Nuclear Medicine Procedure,8,51,37,23.5,20,24,19,25,19,28,28,20,24
310,Y58,RD1,Royal United Hospitals Bath NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Y58,RD1,Royal United Hospitals Bath NHS Foundation Trust,Positron Emission Tomography,8,7,7,8,7,7,13,21.5,21,20,8,7,11
312,Y58,RD1,Royal United Hospitals Bath NHS Foundation Trust,Single Photon Emission Computerized Tomography,.,.,49,35,54,70.5,68,56,61,58.5,29,28,55
313,Y58,RNZ,Salisbury NHS Foundation Trust,Computerized Axial Tomography,0,0,1,1,1,1,4,5,5,2,1,3,1
314,Y58,RNZ,Salisbury NHS Foundation Trust,Diagnostic Ultrasonography,1,1,3,2,5,3,3,3,7,7,7,3,3
315,Y58,RNZ,Salisbury NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
316,Y58,RNZ,Salisbury NHS Foundation Trust,Magnetic Resonance Imaging,27,9,6,10,15,15,14,11,15,23,19,22,14
317,Y58,RNZ,Salisbury NHS Foundation Trust,Medical Photography,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Y58,RNZ,Salisbury NHS Foundation Trust,Nuclear Medicine Procedure,8,12.5,10.5,12,13,12,11,14,13,13,13,13,12
319,Y58,RNZ,Salisbury NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
320,Y58,RH5,Somerset NHS Foundation Trust,Computerized Axial Tomography,0,0,0,0,1,1,2,1,1,1,1,1,1
321,Y58,RH5,Somerset NHS Foundation Trust,Diagnostic Ultrasonography,6,3,4,6,7,9,10,12,11,8,7,8,7
322,Y58,RH5,Somerset NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Y58,RH5,Somerset NHS Foundation Trust,Magnetic Resonance Imaging,2,5,6,9,9,14,19,21,26,19,15,14,13
324,Y58,RH5,Somerset NHS Foundation Trust,Nuclear Medicine Procedure,8.5,11,11,32,139.5,25,16,21.5,19,20,18,27,21
325,Y58,RH5,Somerset NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Y58,NT3,Spire Healthcare,Computerized Axial Tomography,2,.,.,.,.,*,.,*,*,1,6,5,4
327,Y58,NT3,Spire Healthcare,Diagnostic Ultrasonography,.,.,.,125,23.5,24,*,22,*,14,15,3,18
328,Y58,NT3,Spire Healthcare,Fluoroscopy,.,.,.,*,*,*,0,*,*,34,1,1,1
329,Y58,NT3,Spire Healthcare,Magnetic Resonance Imaging,.,.,*,*,*,51,26,40,43,3,6,6,6
330,Y58,NT3,Spire Healthcare,Plain Radiography,0,*,*,0,0,0,0,0,1,0,0,0,0
331,Y58,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,Computerized Axial Tomography,0,0,0,0,0,0,.,.,.,.,.,.,0
332,Y58,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,Diagnostic Ultrasonography,16,19,12,14,17,18,.,.,.,.,.,.,14
333,Y58,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,Fluoroscopy,0,1,3,2,2,2,.,.,.,.,.,.,1
334,Y58,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,26,5,4,7,8,10,.,.,.,.,.,.,8
335,Y58,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,.,.,.,.,.,.,0
336,Y58,RA9,Torbay and South Devon NHS Foundation Trust,Computerized Axial Tomography,0,0,0,1,1,1,1,0,0,1,1,1,1
337,Y58,RA9,Torbay and South Devon NHS Foundation Trust,Diagnostic Ultrasonography,8,6,6,9,10,11,11,10,13,11,9,12,9
338,Y58,RA9,Torbay and South Devon NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Y58,RA9,Torbay and South Devon NHS Foundation Trust,Magnetic Resonance Imaging,8,9,12,12,8,6,8,10,17,17,21,16,11
340,Y58,RA9,Torbay and South Devon NHS Foundation Trust,Nuclear Medicine Procedure,12,10,11,15,21,21,16,18,16,20,13,8,16
341,Y58,RA9,Torbay and South Devon NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
342,Y58,RA9,Torbay and South Devon NHS Foundation Trust,Positron Emission Tomography,12.5,12.5,7,10,8,14,15,11,15,15,13,9,12
343,Y58,RA9,Torbay and South Devon NHS Foundation Trust,Single Photon Emission Computerized Tomography,.,.,.,139,48,39,29,*,*,69,.,.,55
344,Y58,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Computerized Axial Tomography,0,0,0,0,1,1,1,1,1,1,1,1,0
345,Y58,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Diagnostic Ultrasonography,5,4,6,11,14,15,14,19,18,21,15,17,14
346,Y58,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
347,Y58,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Magnetic Resonance Imaging,8,7,12,20,29,32,36,35,28,30,23,20,26
348,Y58,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Nuclear Medicine Procedure,37,23,29,41,36,30,42,36,28,40,35,38,36
349,Y58,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
350,Y58,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Positron Emission Tomography,0,0,0,0,0,0,0,0,0,0,0,0,0
351,Y58,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Single Photon Emission Computerized Tomography,15,19.5,45,25,24,41,27,29,41,29,24.5,23,28
352,Y58,R0D,University Hospitals Dorset NHS Foundation Trust,Computerized Axial Tomography,.,.,.,.,.,.,0,0,0,0,0,0,0
353,Y58,R0D,University Hospitals Dorset NHS Foundation Trust,Diagnostic Ultrasonography,.,.,.,.,.,.,13,11,13,14,13,14,13
354,Y58,R0D,University Hospitals Dorset NHS Foundation Trust,Fluoroscopy,.,.,.,.,.,.,1,1,0,0,1,0,1
355,Y58,R0D,University Hospitals Dorset NHS Foundation Trust,Magnetic Resonance Imaging,.,.,.,.,.,.,10,11,12,10,9,11,10
356,Y58,R0D,University Hospitals Dorset NHS Foundation Trust,Nuclear Medicine Procedure,.,.,.,.,.,.,15,16,14,18,14,23,17
357,Y58,R0D,University Hospitals Dorset NHS Foundation Trust,Plain Radiography,.,.,.,.,.,.,0,0,0,0,0,0,0
358,Y58,R0D,University Hospitals Dorset NHS Foundation Trust,Positron Emission Tomography,.,.,.,.,.,.,14,14,14,14,11,12,14
359,Y58,R0D,University Hospitals Dorset NHS Foundation Trust,Single Photon Emission Computerized Tomography,.,.,.,.,.,.,18,19,11.5,20,14.5,18.5,17
360,Y58,RK9,University Hospitals Plymouth NHS Trust,Computerized Axial Tomography,0,1,1,1,1,1,2,1,1,1,0,0,1
361,Y58,RK9,University Hospitals Plymouth NHS Trust,Diagnostic Ultrasonography,1,1,1,1,1,2,2,2,2,2,2,2,1
362,Y58,RK9,University Hospitals Plymouth NHS Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
363,Y58,RK9,University Hospitals Plymouth NHS Trust,Magnetic Resonance Imaging,13,29,19,32,28,29.5,29,34,35,33,39,35,31
364,Y58,RK9,University Hospitals Plymouth NHS Trust,Nuclear Medicine Procedure,14,7,12,49,28,35,25,23,19,41,34,34,28
365,Y58,RK9,University Hospitals Plymouth NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
366,Y58,RK9,University Hospitals Plymouth NHS Trust,Positron Emission Tomography,13,9,9,10,7,15,14,9,13,14,15,10,12
367,Y58,RK9,University Hospitals Plymouth NHS Trust,Single Photon Emission Computerized Tomography,0,0,1,1,1,2,1,1,0,1,1,1,1
368,Y58,RA4,Yeovil District Hospital NHS Foundation Trust,Computerized Axial Tomography,0,0,0,0,0,0,1,1,1,1,1,1,1
369,Y58,RA4,Yeovil District Hospital NHS Foundation Trust,Diagnostic Ultrasonography,3,2,1,1,1,3,2,1,2,1,2,3,2
370,Y58,RA4,Yeovil District Hospital NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
371,Y58,RA4,Yeovil District Hospital NHS Foundation Trust,Magnetic Resonance Imaging,2,3,9,7,7,10,11,12,14,18,14,11,10
372,Y58,RA4,Yeovil District Hospital NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
373,Y58,RA4,Yeovil District Hospital NHS Foundation Trust,Positron Emission Tomography,12,10.5,12,12,8.5,15,17.5,13,8,8,11,6.5,12
374,Y59,NT9,Alliance Medical,Computerized Axial Tomography,.,.,.,.,.,.,*,.,.,0,.,.,0
375,Y59,NT9,Alliance Medical,Magnetic Resonance Imaging,4,6,11,14,15,13,11,13,11,12,9,11,11
376,Y59,NT9,Alliance Medical,Nuclear Medicine Procedure,.,*,.,.,.,*,.,.,.,.,.,.,*
377,Y59,NT9,Alliance Medical,Plain Radiography,.,*,*,*,*,.,*,.,.,.,*,*,18
378,Y59,NT9,Alliance Medical,Positron Emission Tomography,7,10,13,13,14,14,11,8,11,14,12,12,12
379,Y59,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,Computerized Axial Tomography,0,0,0,0,0,0,1,0,0,0,0,0,0
380,Y59,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,Diagnostic Ultrasonography,0,1,3,3,4,7,7,14.5,9,12,11,12,6
381,Y59,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,Fluoroscopy,0,0,0,1,1,2,1,1,1,2,3,2,1
382,Y59,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,3,6,11,14,12,11,10,10,11,10,11,13,11
383,Y59,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,Nuclear Medicine Procedure,.,*,.,.,.,.,.,.,.,.,.,*,*
384,Y59,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
385,Y59,NT4,BMI Healthcare,Computerized Axial Tomography,3,8,6,7,11,7,6.5,7,8,6,14,6,7
386,Y59,NT4,BMI Healthcare,Diagnostic Ultrasonography,0,0,1,5,8,7,5,7.5,4,6,5,7,5
387,Y59,NT4,BMI Healthcare,Fluoroscopy,.,6,6,9,6,2.5,0,0,0,*,*,*,1
388,Y59,NT4,BMI Healthcare,Magnetic Resonance Imaging,5,8,22,14,12,1,2,3,4,5,8,3,6
389,Y59,NT4,BMI Healthcare,Plain Radiography,0,0,0,1,4,1,2,1,1,1,2,6,1
390,Y59,RXH,Brighton and Sussex University Hospitals NHS Trust,Computerized Axial Tomography,0,0,0,0,0,0,1,1,0,0,0,0,0
391,Y59,RXH,Brighton and Sussex University Hospitals NHS Trust,Diagnostic Ultrasonography,5,5,14,14,15,16,16,18.5,21,22,13,17,15
392,Y59,RXH,Brighton and Sussex University Hospitals NHS Trust,Fluoroscopy,0,0,0,0,2,2,1,1,0,3,2,1,1
393,Y59,RXH,Brighton and Sussex University Hospitals NHS Trust,Magnetic Resonance Imaging,2,8,35,32,28,25,19,17,15,22,14,16,20
394,Y59,RXH,Brighton and Sussex University Hospitals NHS Trust,Nuclear Medicine Procedure,17,51,82,69,36.5,32,34,35,26,33,27,28,32
395,Y59,RXH,Brighton and Sussex University Hospitals NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
396,Y59,RXH,Brighton and Sussex University Hospitals NHS Trust,Positron Emission Tomography,.,.,.,7,7,9,11,9,11.5,15,12,11,11
397,Y59,RXH,Brighton and Sussex University Hospitals NHS Trust,Single Photon Emission Computerized Tomography,8,6,80.5,50,28,20,27,29,27.5,33,19.5,21.5,28
398,Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Computerized Axial Tomography,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Diagnostic Ultrasonography,11,8,8,7,8,12,9,12,12,11,8,8,9
400,Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Fluoroscopy,0,0,0,0,1,0,0,0,0,1,1,0,0
401,Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Magnetic Resonance Imaging,0,1,2,3,6,9,6,9,9,7,7,5,6
402,Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Nuclear Medicine Procedure,5.5,5,9,17,21,20,15,17.5,14,16,14,16,15
403,Y59,RXQ,Buckinghamshire Healthcare NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Y59,NV3,Circle,Computerized Axial Tomography,*,.,.,.,.,.,0,.,0,.,.,.,0
405,Y59,NV3,Circle,Diagnostic Ultrasonography,*,*,4,8.5,11,9,7,9,7,4,4,6,7
406,Y59,NV3,Circle,Fluoroscopy,*,*,*,11.5,3,1,1,3,0,0,0,0,0
407,Y59,NV3,Circle,Magnetic Resonance Imaging,16.5,3,10,22,16,20,31,31.5,27,7,7,5,13
408,Y59,NV3,Circle,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Y59,NTV,CSH Surrey,Plain Radiography,0,1,2,2,3,1,1,1,1,1,2,6,1
410,Y59,RN7,Dartford and Gravesham NHS Trust,Computerized Axial Tomography,0,0,0,1,0,1,1,1,1,0,0,1,1
411,Y59,RN7,Dartford and Gravesham NHS Trust,Diagnostic Ultrasonography,21,11,11.5,19,24,23,22,15,14,14,13,14,15
412,Y59,RN7,Dartford and Gravesham NHS Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Y59,RN7,Dartford and Gravesham NHS Trust,Magnetic Resonance Imaging,14,11,13,14,17,13,15,22,24,31,17,15,16
414,Y59,RN7,Dartford and Gravesham NHS Trust,Nuclear Medicine Procedure,5,48,34,47.5,32.5,29,24,29,26,33,19,25,27
415,Y59,RN7,Dartford and Gravesham NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
